notrv,1111,wall,---,07,R..u.......uB.......................
notrv,1111,wall,---,07,.................B........u..R....u.
notrv,1111,----,---,07,...B......u..........u.............R
notrv,1111,----,---,07,u...............B...u...........R...
notrv,1111,----,---,07,..R.....B..u.....u..................
notrv,1111,----,---,07,.R.....u.B..........u...............
notrv,1111,----,---,07,.........Ru.....u.B.................
notrv,1111,----,---,07,.uB.......R..........u..............
notrv,1111,----,---,07,..........R..B.....u..u.............
notrv,1111,----,---,07,u.B........................u......R.
notrv,1111,----,---,07,.u.R...................B...u........
notrv,1111,----,---,07,...B..R.......u..u..................
notrv,1111,----,---,07,....u.............Bu....R...........
notrv,1111,----,---,07,.............B...u..u...R...........
notrv,1111,----,---,07,.........R.........u...B...u........
notrv,1111,----,---,07,...R....B.....u....u................
notrv,1111,----,---,07,........R....B.u...u................
notrv,1111,----,---,07,......Ru.B...u......................
notrv,1111,----,---,07,.......u.B..........u...........R...
notrv,1111,----,---,07,.............B.R.u........u.........
notrv,1111,----,---,07,.............B.Ru...u...............
notrv,1111,----,---,07,....R.........u.B.....u.............
notrv,1111,----,---,07,............u..RB..u................
notrv,1111,----,---,07,.....R.u....u....B..................
notrv,1111,----,---,07,...B............uu.................R
notrv,1111,----,---,07,....u..........u..B......R..........
notrv,1111,----,---,07,..R......B....u....u................
notrv,1111,----,---,07,R.B..............u........u.........
notrv,1111,----,---,07,................R..uu..B............
notrv,1111,----,---,07,........Bu.u........R...............
notrv,1111,----,---,07,.......Ru......uB...................
notrv,1111,----,---,07,..........u..Bu.............R.......
notrv,1111,----,---,07,..............u........B..u........R
notrv,1111,----,---,07,........R.....u...B........u........
notrv,1111,----,---,07,........B..R....u.........u.........
notrv,1111,----,---,07,............uR.....u...B............
notrv,1111,----,---,07,.........B.........uRu..............
notrv,1111,----,---,07,........B......u....Ru..............
notrv,1111,----,---,07,......................uB..u....R....
notrv,1111,----,---,07,................B...uu....R.........
notrv,1111,----,---,07,...B.u.....u.......R................
notrv,1111,----,---,07,.......u.B...........Ru.............
notrv,1111,----,---,07,.RB.....u..........u................
notrv,1111,wall,---,09,u.....................B.u.....R.....
notrv,1111,wall,---,09,........................uu...BR.....
notrv,1111,wall,---,09,..................B.....Ruu.........
notrv,1111,----,---,09,....................uuB...R.........
notrv,1111,----,---,09,.B....u....R........u...............
notrv,1111,----,---,09,..........u.R.....B.u...............
notrv,1111,----,---,09,...R.......u..Bu....................
notrv,1111,----,---,09,.....Ruu........B...................
notrv,1111,----,---,09,....B......u........u...........R...
notrv,1111,----,---,09,.......R...u....u.......B...........
notrv,1111,----,---,09,.........B......u.........u.......R.
notrv,1111,----,---,09,.....u........Bu..............R.....
notrv,1111,----,---,09,R.............uB.....u..............
notrv,1111,----,---,09,...R..........Bu....u...............
notrv,1111,wall,---,11,.......uB.................u....R....
notrv,1111,wall,---,11,.......u.......B...........u......R.
notrv,1111,wall,---,13,......u.B.........Ru................
notrv,1111,wall,---,15,.................u...u..B..R........
notrv,1111,wall,---,15,....B......u.....u.........R........
notrv,1112,wall,---,07,...u....uB.......................u.R
notrv,1112,wall,---,07,..Ruu...B.............u.............
notrv,1112,wall,---,07,..u.R...u.......B..u................
notrv,1112,wall,---,07,.............B.......u.....u.....uR.
notrv,1112,----,---,07,.........u..u.....BR.u..............
notrv,1112,----,---,07,...R....Bu.........u......u.........
notrv,1112,----,---,07,............uB...u..u..............R
notrv,1112,----,---,07,.....u..B........u.R.......u........
notrv,1112,----,---,07,.......u.B.........u..u....R........
notrv,1112,----,---,07,.u......u.......B..u......R.........
notrv,1112,----,---,07,.....u......u.R...B..u..............
notrv,1112,----,---,07,........Bu.........u..u...R.........
notrv,1112,----,---,07,...........R.B...u.u.u..............
notrv,1112,----,---,07,u.....u......u..B...R...............
notrv,1112,----,---,07,......u....R....B..u......u.........
notrv,1112,----,---,07,............B......u....R......uu...
notrv,1112,----,---,07,....u...R....B............uu........
notrv,1112,----,---,07,..Ru..u..B...u......................
notrv,1112,----,---,07,.u........B.u...............Ru......
notrv,1112,----,---,07,.....u....u..B...u..............R...
notrv,1112,----,---,07,...R....B..........uu.....u.........
notrv,1112,----,---,07,..........u.......B.u.R....u........
notrv,1112,----,---,07,..u....BR.......u....u..............
notrv,1112,----,---,07,........B........u..Ru....u.........
notrv,1112,----,---,07,.......u............u.uB..R.........
notrv,1112,wall,---,09,..u..R........u.B...u...............
notrv,1112,wall,---,09,...u...uR...B.u.....................
notrv,1112,wall,---,09,..uRu....B..........u...............
notrv,1112,----,---,09,.......RB...u......u..u.............
notrv,1112,----,---,09,...u..R.....B.......u......u........
notrv,1112,----,---,09,........B.R..u.u...........u........
notrv,1112,----,---,09,..u......R..........u.uB............
notrv,1112,----,---,09,........B.u.........u.......R....u..
notrv,1112,wall,---,11,........B.........u..u..Ru..........
notrv,1112,wall,---,11,......u.............u.B.....u.....R.
notrv,1112,wall,---,13,..........u..B........uu........R...
notrv,1112,wall,---,15,......u.....u..........B.....u..R...
notrv,1113,wall,---,07,R.u...u...u.B..............u........
notrv,1113,wall,---,07,..B...u.......u..........uu...R.....
notrv,1113,----,---,07,............B..u.u..u........R....u.
notrv,1113,----,---,07,..u.......B...........u.R......u.u..
notrv,1113,----,---,07,...B........R.u.uu.u................
notrv,1113,----,---,07,uu.......B.....u...R......u.........
notrv,1113,----,---,07,....u..uB...........u.u.R...........
notrv,1113,----,---,07,...........uuB...R....u...u.........
notrv,1113,----,---,07,.........Bu...uu....u......R........
notrv,1113,----,---,07,.u.........R...uB..u......u.........
notrv,1113,----,---,07,....u..uR....B...u..u...............
notrv,1113,----,---,07,.........u...Bu..u....u......R......
notrv,1113,----,---,07,............B.uu....u.......Ru......
notrv,1113,----,---,07,....u...R....B.u...u.......u........
notrv,1113,wall,---,09,....u...Bu.........u....Ru..........
notrv,1113,----,---,09,.........u.uuB..............R....u..
notrv,1113,----,---,09,...Bu.........u..u.....u..........R.
notrv,1121,wall,---,07,.............Bu........u..u..R......
notrv,1121,wall,---,07,.uB...u...........u...........R.....
notrv,1121,wall,---,07,.....u.......B.......u...........uR.
